,author,date,section,word_count,abstract,headline,source
11,"DeMarco, Peter","Jan 16, 2011",North,1351,"The snow is so heavy and already so deep my truck's in agony, and I can't drive 10 feet without the snow cresting over my plow blade. The snow's intensified again and we're starting to get calls from customers who want it removed from their driveways.",12 hours digging out from storm,Boston Globe
12,Anonymous,"Jan 3, 2011",Living Arts,1258,[...] make sure your workstation is ergonomically correct so you don't get into painful bad habits that could result in muscle shortening. [...] engage those muscles when you can.,So how are those New Year's resolutions working out for you?,Boston Globe
13,Anonymous,"Jan 30, 2011",Sports,374,"Penny righted himself in the National League Brad Penny, who signed a one-year deal with the Tigers, said he had ""absolutely no regrets"" about his time with the Red Sox in 2009 because the shoulder-strengthening program led by head trainer Mike Reinold helped him get back to 95-96 m.p.h. again.",A MATTER OF LOCATION,Boston Globe
14,Anonymous,"Jan 9, 2011",North,2737,"According to Town Manager Wayne P. Marquis, Tipert, a local businessman, served for 20 years on the Finance Committee, during part of which he chaired the panel.",Andover: School travel review,Boston Globe
15,"Abraham, Peter","Jan 11, 2011",Sports,766,"Gedman was a career .252 hitter over 13 seasons with the Red Sox, Astros, and Cardinals. Morris joins scouts Former big leaguers Hal Morris and Nate Field joined the pro scouting department along with John Lombardo, a former Blue Jays scout and Rangers executive.\n",Gedman back in the fold,Boston Globe
16,Anonymous,"Jan 27, 2011",South,533,"MANSFIELD NEW ANIMAL SHELTER - After years of operating in a makeshift shelter at the site of an old Department of Public Works sludge plant, the Mansfield Animal Shelter has opened its new facility for homeless cats and dogs at 175 Fruit St. The operation is run by volunteers who visit the shelter twice a day to feed the animals, clean cages, and launder bedding.",MANSFIELD: New animal shelter,Boston Globe
17,"McKee, Megan","Jan 9, 2011",West,639,"Natick got its first look at the initial budget proposal for next fiscal year Monday, with the town administrator saying the town faces a $4.4 million deficit and the school district's superintendent cautioning that his department will need a 7.7 percent spending increase to maintain its educational standards.",Natick official says school costs could bring huge budget deficit,Boston Globe
18,Anonymous,"Jan 2, 2011",South,2761,"According to Bruce Rabuffo, chair of the selectmen, many of these zoning proposals are a part of a bigger effort to preserve public access to the waterfront while still providing commercial opportunities.",ABINGTON: Senior Center reclaims Fridays,Boston Globe
19,"Hirsh, Marc","Jan 15, 2011",Living Arts,394,"[...] at the Wilbur Theatre on Thursday, they were just two singers, each with an acoustic guitar and a quarter century of material behind him.","Lovett, Hiatt keep it low-key",Boston Globe
20,"Abraham, Peter","Jan 21, 2011",Sports,753,"According to Francona, Lowrie will play all four infield positions off the bench and play often, thanks to his defensive versatility and ability to switch-hit. Scutaro played in all but 12 games last season despite shoulder and neck injuries that would have driven less tolerant players to the disabled list. [...] both Epstein and Francona could get what they want.",Lowrie won't be shortchanged,Boston Globe
21,"Dupont, Kevin Paul","Jan 2, 2011",Sports,1117,"[...] I'd take either over Duluth, even if my short stay there a few years ago revealed a splendid redeeming value: a vending machine, just off the lobby of a downtown hotel, that included rolls of hockey tape ($3 each) tucked below the toothpaste, aspirin, deodorant, and candy bars. With a combined 70 years of playing experience between them, they know how addictive it can be to work the slots, pull and twist the rods, slide the goalie, assume a comfortable playing stance at the working end of the table.",Bubbling over with hockey,Boston Globe
22,"Anderman, Joan","Jan 8, 2011",Living Arts,236,"Every time Clooney shares a scene with a female, it's not the prospect of intercourse or gunfights you fear.",ON DEMAND PICKS,Boston Globe
23,Anonymous,"Jan 9, 2011",Editorial,380,"[...] given Sudanese President Omar al-Bashir's history of genocidal violence, deceit, and corruption, the international peace brokers will have to structure any accord in such a way that Bashir's regime knows it will pay a price for reneging on the agreements it signs.",Dividing rights and obligations,Boston Globe
24,"Marrapese-Burrell, Nancy","Jan 7, 2011",Sports,618,"Rask gave up two goals on 33 shots and received little offensive support as his record dropped to 3-8-1. With the score tied, 1-1, early in the third period, Wild forward Cal Clutterbuck intercepted an ill-advised pass attempt by Marc Savard and surprised Rask with a shot from the left circle.",Tough result for Rask,Boston Globe
25,"Teitell, Beth","Jan 15, 2011",Living Arts,986,"With the penetration of high-definition TVs in US households at 56 percent, according to Nielsen, and prices dropping to the point where many can afford them, a new faux pas has emerged: hosting - or trying to host - a playoff party or Super Bowl bash with a less than first-rate television. Dan Lebowitz, executive director of Northeastern University's Center for the Study of Sport in Society, said football in general, and especially the Super Bowl, lets people of different economic, social, and racial groups bond and gives them a common sense of identity.",INVITING YOUR BUDDIES OVER FOR THE BIG GAME WITHOUT HIGH-DEF? DON'T EXPECT A HIGH TURNOUT.,Boston Globe
26,"Rodman, Sarah","Jan 13, 2011",Living Arts,890,"Lizard Lounge. 617-547-0759. www.lizardloungeclub.com CAROL NOONAN Yes, it's a long haul to Brownfield, Maine, but it's worth it. Since 2006, Carol Noonan's Stone Mountain Arts Center has quietly been giving music fans an excuse for a road trip.",Music,Boston Globe
27,Anonymous,"Jan 31, 2011",Living Arts,542,"Trident Booksellers & Cafe, 338 Newbury St., Boston. 617-267-8688. www.tridentbookscafe.com Rising above In a one-hour piece, Boston Lyric Opera will honor the human spirit and its ability to create art in deplorable conditions.",To do list,Boston Globe
28,"Knox, Robert","Jan 2, 2011",South,808,"While a businessman working in information systems and law, he was the founding president of the nonprofit Quincy Asian Resources Inc., which helps new immigrants adjust, learn skills, and find jobs.","Chan gives voice to Quincy, Asian community",Boston Globe
29,"Levenson, Michael","Jan 12, 2011",Metro,888,"Plucking examples of strident speech from both parties, he deplored liberal protesters crying Death to Cheney, Tea Party activists shouting racist and antigay slurs at members of Congress, and radio talk show hosts calling President Obama and congressional Democrats communists and traitors. Urging Americans to return to ""service and sacrifice, courage and judgment, integrity and dedication,"" he said, ""these are the ideals that ought to endure, rather than partisan rancor, naked self-interest, and other corrosive effects of promoting social divisions - a kind of moral gerrymandering that saps our spirit and collective will.""","On anniversary of JFK speech, a new Kennedy voice is heard",Boston Globe
30,"Smith, Stephen","Jan 28, 2011",Metro,351,"Tests show that the ill are infected with the same strain of cholera that has killed more than 3,000 in Haiti since October and spread to the Dominican Republic, said Dr. Larry Madoff, director of the Division of Epidemiology and Immunization at the Massachusetts Department of Public Health.",Massachusetts man is diagnosed with cholera,Boston Globe
31,Anonymous,"Jan 25, 2011",Living Arts,521,"Did your opponent just make a value bet on the river in hopes you'll call with a worse hand? Or did your opponent make a blocking bet in hopes of slowing your aggressiveness? Both bets can look the same, but they serve different purposes, as longtime pro and noted author Blair Rodman showed in this hand from the 2010 World Series of Poker $10,000-buy-in main event at the Rio Hotel. The table is playing fairly tight,"" said Rodman, winner of a WSOP bracelet, ""but I got three callers.",Poker,Boston Globe
32,Anonymous,"Jan 2, 2011",Living Arts,308,"The film is framed by James Franco, as Ginsberg, giving his historic 1955 reading of the poem; these scenes are interwoven with a resultant obscenity trial (Jon Hamm and David Strathairn play the lawyers), and fluid animation designed to illustrate the work.","DVD Report: This week's new releases (Jan. 2, 2011)",Boston Globe
33,"Baard, Mark","Jan 24, 2011",Business,146,"The Active Cycle Recumbent, which uses magnetic resistance rather than friction to make your ride challenging, is a piece of workout equipment that utilizes the PlayStation 3 console's flying, driving, and racing games.",Recumbent cycle drives PS3 games,Boston Globe
34,Katie Johnston Chase,"Jan 4, 2011",Business,1022,"The cost to hire a private jet is comparable to what e-Dialog would pay for commercial airline trips for its executives, but the time saved, Sweetser said, ""hands down"" makes charters a more efficient mode of travel. On a $35 million Gulfstream G450, business executives can conduct meetings in leather seats at a shiny conference table, wine glasses hang upside down in a kitchenette, couches fold out into beds, and the bathroom is stocked with Aveda toiletries.",Business aviation takes off,Boston Globe
35,"Plumb, Taryn","Jan 2, 2011",North,1354,"The Pawtucket Dam, meanwhile, faces what many say is a disruption of its long-cultivated historical integrity as part of a contentious proposal to replace and update its industrial-era, replica flashboard flood system. According to Whelan, the preservation advocacy organization looks at nominated sites in the context of: This time next year, what isn't going to be there anymore?","Preservation group targeting meeting house, dam site",Boston Globe
36,Rock; A HARD PLACE,"Jan 1, 2011",Living Arts,544,"Q. People tend to endure emotional and physical abuse from siblings, parents, grandparents and other family members because they have a sense of familial loyalty. [...] I explained to the abusers that I would no longer bail them out of dangerous situations, lend them money or have contact until they had been sober for at least six months.",DEAR MARGO Daughter-in-law keeps messy house,Boston Globe
37,"Brown, Dave","Jan 21, 2011",Letters,351,"Disgusted by tradition of saving shoveled spaces I'M A city resident with my own private parking space, but I'm still disgusted by Bostonians' so-called tradition of saving shoveled spaces with items such as chairs and barrels (""Boston, city of savers,"" Page A1, Jan. 19).",FROZEN MONUMENTS TO CITY'S PROBLEMS,Boston Globe
38,Anonymous,"Jan 13, 2011",Living Arts,693,ON CHRONICLE Games 7:30 p.m. WCVB-TV (Channel 5) A look at the local companies that make up the Massachusetts video game industry. R (2001) 16 Wishes 8 p.m. (DISN) A girl (Debby Ryan) makes a secret wish list to celebrate her 16th birthday.,Daily guide,Boston Globe
39,Anonymous,"Jan 23, 2011",South,2527,"According to Braintree Public Schools business manager Peter Kress, the district must submit such a statement to request money from the authority and prioritize its needs. Johanna Seltz DUXBURY SIGN UP FOR ADULT COURSES - Courses in the Council on Aging's Life Long Learning Program will begin the week of Jan. 31 at the Senior Center, 10 Mayflower St. In its fifth year, the program offers 13 college-level courses in the humanities, social sciences, natural sciences, and current events, with no tests or papers.",SOUTHBOROUGH: Election papers available,Boston Globe
40,Anonymous,"Jan 13, 2011",Scores,1447,"SPURS 107, TIMBERWOLVES 96 Tuesday night game SAN ANTONIO FG FT Reb Min M-A M-A O-T A F Pt. KNICKS 100, TRAIL BLAZERS 86 Tuesday night game NEW YORK FG FT Reb Min M-A M-A O-T A F Pt.\n","NUGGETS 132, SUNS 98",Boston Globe
41,"Benbow, Julian","Jan 19, 2011",Sports,612,"Kendrick Perkins expects to return in February, six months after surgery to repair the torn anterior cruciate ligament in his right knee.",Plan for O'Neal hits snow delay,Boston Globe
42,"Marrapese-Burrell, Nancy","Jan 22, 2011",Sports,648,"The Terriers almost tied it during a power play after Arnold made a return trip to the penalty box at 14:44, but Muse denied defenseman Adam Clendening's slapper from the left point.","With three in first, BC pulls fast one",Boston Globe
43,"Lown, Beth; MD","Jan 3, 2011",Letters,374,"Doctors and patients are also just beginning to understand the potential benefits of palliative care, a relatively new medical specialty in the United States that focuses on relieving suffering and improving quality of life rather than offering a cure.",DOCTOR-PATIENT RELATIONSHIPS,Boston Globe
44,"Ellement, John R","Jan 28, 2011",Metro,239,"The State Police said in a statement that the driver, identified as Tyler A. Bryan, 25, of East Somerville, also said two comedians would win his release and stood with his fingers in his ears, humming so he could block out the sound of troopers as they booked him.",Taxi driver is arrested in DUI case,Boston Globe
45,"Shields, Todd; Bliss, Jeff","Jan 19, 2011",Business,450,"The deal for the General Electric Co. unit would give Comcast the NBC television network, broadcast stations, cable channels such as MSNBC and USA Network, a library of more than 4,000 movies, and part ownership of the Hulu online video service.",Comcast's merger with NBC approved,Boston Globe
46,"Wen, Patricia","Jan 1, 2011",Metro,729,"According to police reports, Medina was caring for his son on Monday night, when he became frustrated with the child's crying.",State erred on man accused in son's death,Boston Globe
47,Cindy Atoji Keene,"Jan 9, 2011",Business,305,The peanut butter has to be spread on both pieces of bread; the tuna salad is a healthier mix that includes lots of celery.,"To get order right, caterer gets early start",Boston Globe
48,"Teehan, Sean","Jan 28, 2011",Metro,392,"According to the report, the sergeant who first responded to the pedestrian crosswalk where a car hit the teenager, Allie Castner, claimed that he held the victim.",Marblehead board cuts salary for police chief,Boston Globe
49,"Brown, Joel","Jan 6, 2011",North,1013,"No sign that he had been on the air at WBZ-AM (1030) at 5 a.m. This was his first week on the morning shift in four years, filling a temporary vacancy created by the retirement of his successor, Ed Walsh. LaPierre said he's quite content with his life of leisure, splitting his time between his homes here and on the beach in St. Augustine, Fla.: ""My favorite part of the day is about four in the afternoon when I say, `What are we going to have for dinner tonight?' "" He does much of the cooking for himself and his wife, Peg.",A blast from the past,Boston Globe
50,Jennifer Fenn Lefferts,"Jan 16, 2011",West,700,"Patrick Mullen Jr., the town's Council on Aging chairman, said he has heard little discussion among fellow senior citizens about the vote, and is not sure how residents on fixed incomes feel about the tax increase.",Call for $2.6m to fix school,Boston Globe
51,"Seltz, Johanna","Jan 6, 2011",South,737,"Chapters focus in detail on the town's artists and architects, businesses and business people, places of worship and education, as well as Milton architecture, streets, estates, town services, and famous folk.",Chronicling the history of Milton,Boston Globe
52,Anonymous,"Jan 30, 2011",Metro,3127,"Less known are the decades that came before, of often audacious and violent crime depicted in hundreds of pages of Parole Board and prison records, as well as video recordings of Parole Board testimony reviewed by the Globe. The Cinellis in my mind and heart were a very good family with problems no different from the problems in any of our families, drug abuse being one of them,"" said Renzulli, who went on to a writing and acting career, creating scripts for ""The Sopranos"" and playing a supporting role in ""The Fighter.","BROTHERS IN CRIME, BOUND FOR BRUTAL END",Boston Globe
53,"Ho, Vivian","Jan 8, 2011",Obits,426,"Mr. Mecewitz - an engineer, computer sales executive, and avid sailor - died of chronic coronary disease Nov. 2 at the Life Care Center in Acton.",Karl Mecewitz; sales executive had a passion for sailing; at 81,Boston Globe
54,"Abrahams, Robin","Jan 30, 2011",Magazine,709,"If you can't bring yourself to treat this social hurricane only as an amusement and a source of ""can you believe this one"" anecdotes, then avoid spending time with him or her as much as possible.",Heavy matter,Boston Globe
55,"Cooney, Elizabeth","Jan 3, 2011",Living Arts,421,"Randomized clinical trials will measure mothers' vitamin D levels during pregnancy and children's levels after birth to see if they are directly related to children's respiratory infections, wheezing, or asthma.",BE WELL,Boston Globe
56,Anonymous,"Jan 24, 2011",Sports,776,"Troubled former Cowboys and Patriots wide receiver Terry Glenn, 36, faces more problems with the law after being arrested Thursday on a charge of driving while intoxicated, as well as possession of marijuana, according to Fort Worth TV station WFAA.\n",Sports Log,Boston Globe
57,Anonymous,"Jan 21, 2011",Living Arts,348,"The Arnold Arboretum of Harvard University, Hunnewell Building, 125 Arborway, Boston. 617-524-1718. www.arboretum.harvard.edu TODAY Appointment at the salon We can't fathom a world without music, and Louise Pascale will explain what happens when it is censored for long periods of time.",To do list,Boston Globe
58,"Rattigan, David","Jan 16, 2011",North,662,"The policy, approved by the School Committee in late October, expanded the rules to include students involved in extracurricular activities, extended the time frame to 365 days a year (as opposed to during a sports' season or the school year), and also added an educational component.",Officials defend school substance-abuse policy,Boston Globe
59,"Esper, Damin","Jan 8, 2011",Sports,913,The task for Boston College defensive coordinator Bill McGovern in tomorrow's Kraft Fight Hunger Bowl against Nevada is clear - stop Colin Kaepernick. [...] I've just been working hard. [...] Ault finally 'fessed up to his plans to move Kaepernick to safety.,Scrambling for a plan,Boston Globe
60,Anonymous,"Jan 10, 2011",Living Arts,149,"The US Centers for Disease Control and Prevention currently recommends that kids get their first chicken pox vaccine at around 12 months and then get a second shot, preferably when they're between 4 and 6 years old.",CHICKEN POX VACCINE: TWO SHOTS BETTER THAN ONE,Boston Globe
61,"Russo, Tom","Jan 23, 2011",Living Arts,263,"[...] here's something else to supply your flat screen with mesmerizing viewing for a while: ""Enter the Void"" (2010), French filmmaker Gaspar Noe's sprawling, psychedelic meditation on hellish living, violent death, and the mysteries of reincarnation.",To live and die (and live again) in Tokyo,Boston Globe
62,"Leddy, Chuck","Jan 13, 2011",Living Arts,626,"[...] they convincingly argue that support systems that once helped past generations transition into adulthood are collapsing, as resource-strapped businesses and governments increasingly transfer burdens like health care and training onto individuals.",Sink or swim: a guide to growing up during hard times,Boston Globe
63,"Ellement, John R","Jan 8, 2011",Metro,598,"According to Bristol District Attorney C. Samuel Sutter's office, Katelynn Johnson of Warren, R.I., was driving on I-195 that December night when her vehicle hit a piece of wood tossed onto the road and then struck Mayo.",3 students charged after teen's death,Boston Globe
64,"Ryan, Bob","Jan 11, 2011",Sports,1001,"From a writing point of view, I'm certainly happy the Jets beat the Colts. When Bill Belichick thinks of Rex Ryan, he thinks of a man who is a pretty good defensive coach, a man who was the defensive line coach for the Super Bowl champion Baltimore Ravens under Brian Billick and later the defensive coordinator/assistant head coach under John Harbaugh.",Not going with flow - it's all about the players,Boston Globe
65,"Syre, Steven","Jan 14, 2011",Business,581,"State government has compiled a poor record of selecting companies to favor with grants and tax benefits over the years, presuming the entire point is to create jobs. While I choked on the governor's original $1 billion pledge to support life sciences, a large portion of the money is dedicated to academic resources that will help produce more trained workers and spawn ideas for new companies.",The lessons are clear,Boston Globe
66,"Gulizia, Anthony","Jan 30, 2011",Sports,494,"Andrea Keklak, a senior from Lincoln-Sudbury, was the Outstanding Runner of the meet after finishing first in the 600 with a time of 1:32.95.",Robinson charges to the finish,Boston Globe
67,"Kandarian, Paul","Jan 23, 2011",South,247,"The pair host the DIY Network's popular shows ""Rock Solid"" and ""Indoors Out,"" showcasing their masonry talents honed while growing up in their native Braintree and working with Stearns's father, the late Arthur F. Stearns.",Masonry duo take to airwaves,Boston Globe
68,"Plumb, Taryn","Jan 8, 2011",Metro,533,"According to a 2009 report by the US Army Corps of Engineers, the barrier island is losing 13.3 feet a year, and 26 structures could be affected in the near future if nothing is done.",Ferocious waves claim another house on Plum Island,Boston Globe
69,Anonymous,"Jan 24, 2011",Living Arts,173,"According to the current definition, answering yes to five or more of the following questions makes you a narcissist.",ARE YOU (OR IS SOMEONE YOU KNOW) A NARCISSIST?,Boston Globe
70,"Cafardo, Nick","Jan 23, 2011",Sports,786,"The fact that Jacoby Ellsbury got a massive raise after playing in just 18 games and contributing nothing to the 2010 season seems like blasphemy to some, but under the arbitration system, his career numbers for a player with his service are appropriate for the $2.4 million salary (up from $496,500) the Red Sox and agent Scott Boras negotiated.",Teams no longer are in any mood for an argument,Boston Globe
71,"Hickling, Dan","Jan 29, 2011",Sports,548,David Warsofsky scored at 3:43 of the third period - on a one-timer from the slot off of Alex Chiasson's centering feed - to settle an affair that had as many twists as one of the logging roads found nearby.,"BU turns tide, tips Maine",Boston Globe
72,Anonymous,"Jan 28, 2011",Living Arts,420,"Valentine's Day Mail www.123greetings.com/events/valentines_day The only e-card site included in today's roundup, 123 Greetings has a Valentine's Day collection of free interactive greeting cards divided into sections such as Roses, Hugs, Love Songs, Family, and Friends.",Surfing the Net With Kids: free Valentine's Day cards,Boston Globe
73,"Abraham, Peter","Jan 25, 2011",Sports,745,"Lester was in Boston yesterday to do some promotional work for People's United Bank and worked a room full of suits and ties with confidence, smiling and shaking hands. Because of the injuries a lot of guys had time off.",Lester focusing on October,Boston Globe
74,"Guilfoil, John M","Jan 25, 2011",Metro,252,"In the frigid air around midnight, police officers and firefighters escorted shivering residents to MBTA buses for warmth during one of the coldest nights in recent memory.",Leak forces evacuation of high-rise,Boston Globe
75,"Matchan, Linda","Feb 1, 2011",Metro,1240,"According to the National Association of Colleges and Employers, only 19.7 percent of the college class of 2009 and 24.4 percent of the class of 2010 had jobs waiting for them at graduation; in 2007, the rate was 50 percent.",Volunteering spirit catches fire,Boston Globe
76,"Kaufman, Hayley","Jan 13, 2011",Living Arts,338,"The biggest names - nominees, presenters, industry powerhouses - have stylists do the legwork, collecting frocks they hope will land clients on best-dressed lists, or at least keep them from the clutches of Joan Rivers and her catty ilk.",Will stars be all dulled up at the Golden Globes?,Boston Globe
77,Anonymous,"Jan 18, 2011",Living Arts,245,"According to the website, the pilot program will offer free yoga classes and separate childcare. 18names2.ART",Lap dance controversy,Boston Globe
78,Anonymous,"Jan 19, 2011",Editorial,520,"[...] what the CBO said was that the law ""would reduce the amount of labor used in the economy by a small amount - roughly half a percent - primarily by reducing the amount of labor that workers choose to supply.""",Claims by House GOP don't justify repeal of health reform,Boston Globe
79,Anonymous,"Jan 30, 2011",Magazine,208,"Classic Hot Cocoa Serves 4 6 tablespoons unsweetened cocoa powder, preferably Dutch-processed 1/3 cup light brown sugar Salt 3 1/4 cups whole milk 1 teaspoon pure vanilla extract In a medium, heavy saucepan over medium-low heat, whisk together cocoa, brown sugar, salt, and 3/4 cup water until smooth.",Cocoa Loco,Boston Globe
80,Anonymous,"Jan 29, 2011",Living Arts,422,"Director Jesse Peretz was at the Coolidge Corner Theatre to hype ""My Idiot Brother,"" his new film featuring Paul Rudd and Elizabeth Banks, but we couldn't resist asking him about a short film he made years ago as a Harvard undergrad.",Memories of Ruane,Boston Globe
81,"Aucoin, Don","Jan 6, 2011",Living Arts,507,"THEATER THE UNDERSTUDY There are laughs in Theresa Rebeck's backstage comedy, but this incisive production directed by Larry Coen also reminds us that the actors who strut on the stage or screen with such seeming confidence lead very precarious lives. Colonial Theatre. 800-982-2787, www.broadwayacrossamerica.com/boston DANCE ONE HUNDRED YEARS OF MODERN DANCE This ambitious Dance Currents showcase looks back on a century of pioneering choreographers, presenting works ranging from the visionary Isadora Duncan to the quirky contemporary maverick David Parsons.","STAGE REVIEW: 'Understudy' captures powerlessness, persistence",Boston Globe
82,Anonymous,"Jan 22, 2011",Sports,707,"The Lakers star contended Anthony, his teammate on the 2008 Olympic gold medal team, doesn't deserve hostile treatment from his home crowd.",Sports Log,Boston Globe
83,Katie Johnston Chase,"Jan 21, 2011",Business,343,The board also approved funding for two construction projects in Terminal C at Logan: $5 million to improve the entryway and interior of the terminal and $3.6 million to complete the $58.6 million security checkpoint consolidation behind the JetBlue Airways ticket counter.,Transportation chief leads Massport board,Boston Globe
84,"Dalton, Elizabeth","Jan 2, 2011",Travel,1598,"There Yuliya revealed that something or someone had jabbed her leg as we walked. Besides being frightened, she felt no ill effects, so we ate quickly and left.",Naples' treasures make for a classic holiday,Boston Globe
85,"Eichler, Jeremy","Jan 30, 2011",Living Arts,1695,"On Tuesday, Boston Lyric Opera will introduce a new English-language production of the work at the Calderwood Pavilion, allowing audiences to encounter a piece that one early champion called ""the most stunning example at Terezin - and perhaps in all history - of cultural defiance."" There are many musical references, from overt parodies - a curdled rendition of the Nazi anthem ""Deutschland Uber Alles"" - to more subtle evocations of Mahler, Brahms, and Bach.",Opera from the edge of the abyss,Boston Globe
86,Anonymous,"Jan 16, 2011",North,235,"Facing an undefeated Woburn team, the sophomore forward delivered 29 points and 17 rebounds, along with 4 assists and 4 steals, in a 60-44 win.",COURTSIDE CHATTER,Boston Globe
87,"Bishop, Stewart","Jan 21, 2011",Metro,598,"In preparation for the storm, the city had more than 500 pieces of snow removal equipment at the ready and nearly 25,000 tons of salt at depots across the city, Menino said in a statement.","Ready or not, along comes another nasty blast of winter",Boston Globe
88,"Pathak, Sapna","Jan 6, 2011",North,636,"A lot of people thought we wouldn't be that competitive since we graduated so many good guys, but two meets in, we're showing we can. [...] far, the Warriors are 2-0, with wins over Billerica and Methuen, the latter of which Comeau considers one of the best teams in the Merrimack Valley Conference.","For Andover track teams, forget about rebuilding",Boston Globe
89,Anonymous,"Jan 3, 2011",Opinion,871,"[...] the Democratic leadership has pursued an unusual number of highly controversial measures, including partisan health care legislation, financial service regulation, and measures eliminating the secret ballot for union members. [...] Majority Leader Reid has frequently filed cloture motions immediately after bringing a bill to the floor - before anything resembling a filibuster has even materialized.",Democrats err in bid to muzzle senators,Boston Globe
90,"Washburn, Gary","Jan 23, 2011",Sports,814,"[...] his personal interest in a new collective bargaining agreement between NBA players and owners could be interpreted as moderate at best. The current CBA expires June 30 and NBA owners are threatening a lockout unless salaries are reduced; some owners have suggested a hard salary cap, which could cause a stalemate.",Labor strife on mind,Boston Globe
91,"Morris, Wesley","Jan 13, 2011",Living Arts,221,"Ferrell plays a womanizing skate star who teams up with his blonder, more fey rival (Jon Heder), to conquer pairs competition, after a fight gets them banned from male singles for life.",ON DEMAND PICKS,Boston Globe
92,Anonymous,"Jan 28, 2011",Opinion,238,"News that ""The King's Speech"" received more Oscar nominations than any other film of 2010 is being derided in some circles as proof that Hollywood has a social-climbing weakness for all things British - and will swoon for any flick that holds a royal flush.","`The King': Speaking for commoners, as well",Boston Globe
93,"Laidler, John","Jan 2, 2011",North,913,"The proposals, most of which will require approvals from the Board of Health, the City Council, or other city bodies, include some that Ash conceded may be controversial, including that the city require residential property owners to sweep their sidewalks weekly, and that it assess a five-cent surcharge on consumers using plastic bags at local stores.",City's great leap forward: cleaning up,Boston Globe
94,Anonymous,"Jan 7, 2011",Living Arts,216,"Oprah's Search for the Next TV Star 9 p.m., OWN This competition show premieres tonight, and it will be interesting to see how it fits into the whole Oprah philosophy.",Cr i ti c' s c o rn er,Boston Globe
95,Anonymous,"Jan 1, 2011",Living Arts,292,"Great Performances 8 p.m., Channel 2 The Vienna Philharmonic celebrates the New Year.",Cr i ti c' s c o rn er,Boston Globe
