,author,date,section,word_count,abstract,headline,source
23,,"Oct 30, 2012",NEWS,202,"Vote at newsday.com/linow LI MOST Most-viewed LI stories 1 Sandy strengthens as it heads toward LI 2 Cuomo: Sandy storm surge already 'at Irene levels' 3 LIPA crews tackling outages as Sandy approaches 4 Bush glad to get best of Jets, Antonio Cromartie 5 Romney holds slight edge over Obama among LI voters LI VIDEO Most-recent local videos on newsday.com/video 1 Sandy slams LI 2 Flooding damages Freeport community 3 High tide hits Northport 4 Long Beach preps for brunt of hurricane 5 Asharoken Avenue flooding",OUR TOWNS: YOU SAID IT,Newsday
24,Anonymous,"Apr 13, 2011",NEWS,132,,New effort to help service members (STAND ALONE PHOTO),Newsday
25,"Brune, Tom","Mar 26, 2012",NEWS,1240,"WASHINGTON - The U.S. Supreme Court today opens an extraordinary three days of arguments in a historic case about whether Congress exceeded its constitutional power in passing a sweeping health care law that requires citizens to obtain health insurance. In weighing challenges to the Affordable Care Act, the nine justices must decide just how far Congress can go in requiring citizens and states to buy into a program that seeks to fill the gaps and curb skyrocketing costs in the health care system.",U.S. HEALTH CARE LAW: THE DECIDERS Justices to hear arguments whether law is constitutional,Newsday
26,Anonymous,"Sep 30, 2011",NEWS,300,,NATION: IN BRIEF,Newsday
27,"O'Reilly, William F B","Oct 24, 2012",OPINION,651,[...]he allowed the president to draw no meaningful distinctions with him whatsoever.,"Obama wins the game, but loses the series Sure, the president looked good in last debate, but Romney looked like a leader",Newsday
28,"Glauber, Bob","Jan 20, 2011",SPORTS,981,"Ryan is the biggest talker the Jets have ever had as a coach - and that includes the confident, combative Bill Parcells - and he has transformed a culture of losing with a unique combination of optimism, humor and bravado. Behind it all is Ryan's can-do attitude, laced with a bit of stand-up comedy, wide-eyed optimism, and yes, even some bullying tactics in which he took shots at Bill Belichick and quarterback Tom Brady.",Turnaround with his own spin 'Same old Jets' has new meaning because Rex quickly eliminated culture of negative expectations,Newsday
29,Anonymous,"May 27, 2011",NEWS,322,,NATION: IN BRIEF,Newsday
30,,"Jan 18, 2012",OPINION,228,"[...] Obama's move to shrink government is good politics. [...] if congressional Republicans refuse his request for a vote within 90 days on any consolidation plan, he can slam them for thwarting their own good-government agenda for partisan reasons.",It's a political play - and good idea,Newsday
31,,"Sep 10, 2012",NEWS,197,"The fright flick with Kyra Sedgwick and Jeffrey Dean Morgan playing the parents of a girl possessed by a demon earned $9.5 million in its second outing, the lowest-grossing weekend for the box office this year and one of the worst weekends at the box office in a decade.",Tale of horror still a fright,Newsday
32,"Heard, Kenneth; Miller, Andrea; McCarthy, Walter; Bruce, Robert; Mignone, Anthony; Mueller, Suzanne","Feb 17, 2012",OPINION,866,,LETTERS,Newsday
33,"Herzlich, Jamie","Mar 19, 2012",BUSINESS,600,"""[...] s an ideal time to be exporting, even given some of the global uncertainty in some of the international markets like Western Europe,"" says Shakir Farsakh, director of the Long Island U.S. Export Assistance Center at SUNY Old Westbury, which offers free counseling.",SMALL BUSINESS: Getting into exporting to expand sales,Newsday
34,,"Feb 9, 2012",OPINION,241,"In his 2010 State of the Union speech, he castigated U.S. Supreme Court justices for their Citizens United decision, which championed free speech but loosed a mudslide of political spending by corporations, unions and other special interests.",Obama takes the low road on PACs,Newsday
35,"Gyori, Elizabeth","Aug 19, 2012",FANFARE,781,"Complete with political idealism, scandal and power plays, the book follows character Olivia Greenly, finance director for the presidential campaign of Georgia Gov. Landon Taylor. Nowadays, rather than organizing fundraisers for others, Siegel is partying it up at events like the release party for her book last weekend in East Hampton, with guests such as socialite/designer Tinsley Mortimer, former Whitesnake guitarist John Sykes and New York Attorney General Eric Schneiderman.",author Q&A;: A passion for politics,Newsday
36,Chicago Tribune,"Mar 18, 2011",NEWS,387,"WASHINGTON - The Senate overwhelmingly passed another stopgap spending measure yesterday to prevent a government shutdown today, but increasing conservative opposition is making the task of negotiating a lasting deal complicated for Republican leaders.",Long-term federal budget deal elusive Stopgap bill passed to keep government running But resistance building between the two parties,Newsday
37,"Young, Cathy","Oct 30, 2012",OPINION,517,"Most female voters' concerns in a presidential election are not gender-based, and the White House has limited impact on gender issues.",Both parties have been patronizing to women,Newsday
38,"Lederer, Emma; Gewirtz, Murray A; Carla Kahme Rosen; Jacqueline Baron McCue; Stadelmann, Robert; Szuchmacher, Ellen R","Jun 1, 2011",OPINION,990,,LETTERS,Newsday
39,"Lightman, David","May 10, 2012",NEWS,410,"[...]presumptive GOP presidential nominee Mitt Romney, as well as most congressional Republicans, embrace sweeping changes that, among other things, would alter dramatically how seniors get health coverage a decade from now.","Medicare, Social Security at issue",Newsday
40,"Dunleavy, Virginia; Gordon, Julie","Apr 11, 2011",EXPLORE LI,284,"Michelle Obama and the Power of Style, joins a panel of fashion designers to discuss styles of contemporary first ladies and their effect on American fashion, 6 p.m. at the New York Public Library, Fifth Avenue and 42nd Street, Manhattan; 917-275-6975.",/shop talk,Newsday
41,"Ferrante, Eleanora; Bryant, Frank J; Mueller, Jason; Alaya Levi Salley; Litton, Dorothy; McCollom, Margaret","Sep 27, 2012",OPINION,921,,LETTERS,Newsday
42,,"Oct 7, 2011",NEWS,307,,NATION: IN BRIEF,Newsday
43,ELLIS HENICAN,"Jul 10, 2011",NEWS,447,"Neighbors turning up at public meetings to declare: ""Not in my backyard!"" This has been especially true on Long Island, where the houses are priced like mansions and taxes are through the roof. [...] that he's co-chair of the state Republican finance committee, will Hauppauge investment banker and Merrick native Thomas Belesis expand LI's voice in the party's rebuilding?",What's the story? It's jobs,Newsday
44,"ESPO, DAVID","Apr 5, 2012",NEWS,352,"WASHINGTON - Mitt Romney unleashed a strong attack on President Barack Obama's truthfulness yesterday, accusing him of running a ""hide-and-seek"" re-election campaign designed to distract voters from his first-term record while denying them information about his plans for a second.",Romney jabs at Obama Accuses president of hide-and-seek campaign,Newsday
45,"Gorman, Fred; Friehs, Curt; Wilson, Robert; Dragone, Joseph C; Shorin, Robert N","Oct 16, 2012",OPINION,811,,LETTERS,Newsday
46,,"Mar 14, 2012",NEWS,293,,NATION: IN BRIEF,Newsday
47,"Brand, Rick","Oct 2, 2011",NEWS,616,"[...] because Bellone is the nominee of more than two established political parties - he's on the Democratic, Independence and Working Families lines - state election rules limit him to listing the reform team's name and symbol on one of his existing ballot lines.",POLITICS &amp; POWER: Dems riding on guv's popularity,Newsday
48,Anonymous,"Aug 6, 2011",NEWS,334,,NATION: IN BRIEF,Newsday
49,Anonymous,"Mar 30, 2011",OPINION,544,"[...] we're left with other, more acceptable options for ratcheting up the pressure on him to give up power, including economic sanctions, providing intelligence and logistical support to aid the rebellion, and arming the rebels, something administration officials have hinted they're considering.",Case-by-case wise in Mideast Obama rightly seeks a limited role in Libya - and Gadhafi's ouster,Newsday
50,"Stroh, Edward; Paisley, Karen; Ellis, Patricia; Franco, Dennis N; Quadrino, Mike","Jan 4, 2012",OPINION,881,,LETTERS,Newsday
51,,"Oct 25, 2012",EXPLORE LI,182,"WITH KELLY & MICHAEL (9 a.m., WABC/7) - Usher, Cher Lloyd RACHAEL RAY (10 a.m., WABC/7) - Ann Romney WENDY WILLIAMS (10 a.m., WNYW/5, 3 p.m., WWOR/9, midnight, BET) - Rachel Maddow THE VIEW (11 a.m., ABC/7) - Katey Sagal ANDERSON COOPER (Noon, WNYW/5) - Martina McBride THE TALK (2 p.m., CBS/2) - Melissa Leo JEFF PROBST (2 p.m., NBC/4) - Vivica Fox DR. PHIL (3 p.m., WCBS/2; 7 p.m., WLNY/10/55) - New Year's mystery STEVE HARVEY (3 p.m., NBC/4) - Audience dance-off KATIE COURIC (3 p.m., ABC/7) - will.i.am ELLEN DEGENERES (4 p.m., WNBC/4) - Taylor Swift NIGHT DAILY SHOW (11 p.m., Comedy Central) - Rep. Nancy Pelosi CONAN (11 p.m., TBS) - Simon Baker COLBERT (11:30 p.m., Comedy Central) - Indiana Gov. Mitch Daniels LENO (11:35 p.m., NBC/4) - Russell Brand KIMMEL (12:05 a.m., ABC/7) - Michelle Obama FALLON (12:35 a.m., NBC/4) - Julianna Margulies FERGUSON (12:35 a.m., CBS/2) - Michael Chiklis",tv talk,Newsday
52,,"Feb 8, 2012",OPINION,849,,LETTERS,Newsday
53,Anonymous,"Mar 21, 2011",NEWS,325,,IN BRIEF,Newsday
54,,"Apr 19, 2012",OPINION,304,"Edited comments from readers of Newsday's online opinion pages On a new policy that creates smoke-free areas or ""fresh air zones"" across New York's 178 state parks and 35 historic sites:",Notable on newsday.com,Newsday
55,"Gay, Verne","Apr 24, 2012",EXPLORE LI,397,"Because - ""Frontline"" persuasively responds - who says the financial crisis is over?",ON TV: Dollars but no sense on the Street,Newsday
56,"Werner, Erica","Sep 14, 2011",NEWS,388,"The outdoor audience was receptive to the point of adopting his refrain and chanting it back to him, shouting: ""Pass this bill!"" The event had the feel of a re-election event, right down to the music that played as Obama came out to speak, suit coat off and sleeves rolled up on a sunny day.",Obama: Jobs bill can't wait,Newsday
57,Anonymous,"May 9, 2011",NEWS,203,"Shows how narrow-minded and jaded our society has become. - examiner It's very appropriate for the president to return to Ground Zero to pay respects to the victims of 9/11, which includes the surviving families, and all of us who bear the scars and memories.",OUR TOWNS: Notable on newsday.com,Newsday
58,,"Nov 2, 2011",NEWS,451,,NATION: IN BRIEF,Newsday
59,,"May 9, 2012",OPINION,530,"North Carolina voters dealt a blow to marriage equality yesterday by approving an amendment to their constitution specifying that marriage between a man and a woman is the only domestic union recognized by the state. Since a North Carolina statute already prohibits same-sex marriage, the amendment was a bit like digging up a coffin to nail it shut.",'Evolving' isn't good enough It's time for Obama to provide some leadership on issue of gay marriage,Newsday
60,,"Sep 14, 2012",NEWS,210,"Vote at newsday.com/linow LI MOST Most-viewed LI stories 1 18 JFK workers charged in liquor theft totaling $750,000 2 Valley Stream man dies in parkway crash 3 Police: Man dead in Mastic Beach shooting 4 Massapequa man charged in burglaries 5 Pedestrian killed by vehicle in Jericho LI VIDEO Most-recent local videos on newsday.com/video 1 Romney fundraisers on LI 2 Deadly shooting in Mastic Beach 3 Coliseum donates drums to Uniondale H.S. band 4 Bibhu Mohapatra runway show 5 Rooftop farm at hospital",OUR TOWNS: YOU SAID IT,Newsday
61,"Young, Cathy","Aug 28, 2012",OPINION,651,"Recently, pro-fatherhood activist David Blankenhorn, who had argued for preserving the definition of marriage as a male-female union on the grounds that it's best for children to be raised by both biological parents, has reversed his position on the grounds that much of the push against gay marriage is driven by bigotry.\n",Conservatives not at war with women But their views will be misconstrued if they tolerate the bigots among them,Newsday
62,Anonymous,"May 20, 2011",NEWS,309,,NATION: IN BRIEF,Newsday
63,,"Oct 8, 2011",NEWS,489,,NATION: IN BRIEF,Newsday
64,"Naftal, Charles; Vatter, Ken; Fox, Barry; Sullivan, Shannon; Campbell, Wendy; Hyams, Glenn; Carnesi, Bob","Aug 29, 2011",OPINION,959,,LETTERS,Newsday
65,"VanNess, Shawna","Oct 30, 2011",GO,1538,"Note: SIDEBARS: 1 READER TIP; 2 3 GOOD THINGS TO KNOW (SEE END OF TEXT) The kids are in their glory - driving pint-size cars around a streetscape, steering real boats through a winding river, building imaginative towers of multicolored bricks. MISS The Lego Factory Tour is touted as a ""firsthand"" look at how the little bricks are made from scratch, but visitors are simply ushered through a smallish room as a looping audio track narrates a few token stations before spitting the crowd into a retail shopping area.",The LEGO lowdown: Scoping out Florida's newest theme park,Newsday
66,Anonymous,"Jan 20, 2011",NEWS,184,,THIS DATE IN HISTORY,Newsday
67,"Menon, Rajan","Jan 11, 2012",OPINION,748,"[...] he has set out to diminish America's military role: 10,000 troops were withdrawn late last year, an additional 23,000 are to return home by this fall, and the president wants all major combat operations terminated before the end of 2014.",The stakes in talking to the Taliban Negotiations can serve political needs of both Obama and the Afghan insurgency,Newsday
68,,"Nov 4, 2012",VOTERS GUIDE,768,Obama also signed off on a special military operation that led to the killing of al-Qaida terrorist Osama Bin Laden.,THE RACE FOR THE WHITE HOUSE,Newsday
69,"Whitlock, Craig","May 29, 2011",NEWS,423,"The White House said Obama will make ""personnel announcements"" tomorrow regarding the Defense Department. Since taking office as a wartime president in 2009, Obama has struggled at times to surround himself with military commanders whom he trusts and feels personally comfortable with.",Joint Chiefs chair tapped Obama selects Army general for top post President bypasses 1st choice amid politicking,Newsday
70,"Bernstein, James","Mar 26, 2012",BUSINESS,885,"In a story yesterday about the joint venture of two Long Island law firms, the first name of Jordan Ziegler, a senior partner at Pasternack Tilker Ziegler Walsh Stanton & Romano Llp, was incorrect. The surprising question, at the end of the session sponsored by the Association for Corporate Growth New York, an organization of middle-market deal-making pros, was asked by panel moderator James Garbus, a partner at the Garden City law firm Meyer, Suozzi.",THE SCOOP,Newsday
71,"Janison, Dan","Oct 10, 2011",NEWS,415,"After a fiscal monitoring panel last week sounded deeper alarms over Nassau's budget gap, its most vocal member, George Marlin, declared: ""The time has come for the county to face its responsibilities, dispense with fiscal shell games and take necessary corrective actions.""",Connecting execs and county races,Newsday
72,,"Nov 9, 2011",NEWS,106,,Prez at play (STAND ALONE PHOTO),Newsday
73,,"Apr 11, 2012",OPINION,363,"True social conservatives who put abortion and the role of religion in public life high in their priorities; defense hawks, firm in their belief that an aggressive foreign policy is the best way to maintain peace; and the blue-collar workers who have been stung by this recession and did not believe the other candidates felt their pain.",His issues are staying in,Newsday
74,"Brune, Tom","Aug 27, 2012",NEWS,860,"Romney, the Republican challenger, remains tied with Obama in national polls, and the Republican National Convention in Tampa this week offers an opportunity for him to make his case to voters.",THE CONVENTION: 5 KEYS FOR ROMNEY,Newsday
75,"Vecchio, Andrea; Catanese, Catherine; Gallagher, Elizabeth; Deitch, Jon; Schechtman, Harris","Dec 14, 2011",OPINION,928,,LETTERS,Newsday
76,"Brune, Tom","Oct 23, 2012",NEWS,619,"[...]Obama may have salvaged what advantage he has on foreign policy, analysts said, but Romney did not appear to have hurt himself.","ELECTION 2012 DEBATE: No late knockout Less aggression than at Hofstra, but still fireworks",Newsday
77,"Dawidziak, Michael","Feb 16, 2011",OPINION,618,"Many economists fear that government bankruptcies will disastrously affect the municipal bond markets, which will inexorably lead to a second nationwide financial meltdown.","As others struggle, Levy keeps Suffolk solvent 'Tightwad' county executive has helped fend off the financial pain seen elsewhere",Newsday
78,"Mascaro, Lisa","Dec 14, 2011",NEWS,366,"WASHINGTON - A payroll tax cut package engineered by House Speaker John Boehner was overwhelmingly approved by Republicans yesterday despite a veto threat from President Barack Obama, escalating a year-end showdown over extending the benefit for 160 million American workers.",GOP passes its tax plan,Newsday
79,"Du, Lisa","Aug 21, 2012",BUSINESS,610,"Bloomberg News Aetna ups Medicaid business Aetna, one of the nation's biggest health insurers, claimed a bigger stake in the market for government-funded coverage yesterday when it announced plans to buy a leading provider of Medicaid and Medicare coverage for $5.7 billion.",BIZ BUZZ,Newsday
80,,"May 23, 2012",NEWS,182,,Karachi violence (STAND ALONE PHOTO),Newsday
81,,"Oct 15, 2012",OPINION,1140,,LETTERS: READERS WANT TO KNOW Questions they would ask Barack Obama and Mitt Romney at tomorrow's Hofstra debate,Newsday
82,"Herrmann, Mark","Jun 15, 2011",SPORTS,762,"[...] there is a meeting scheduled for today at the White House between top American golfers and President Barack Obama. With Tiger Woods sitting out this Open with knee and Achilles injuries, Mickelson stands as the logical best hope to end his country's dry spell.","Phil flies the flag for U.S. hopes Five-time runner-up has confidence in Americans He's part of group to meet Obama, another lefty",Newsday
83,Anonymous,"Sep 14, 2011",OPINION,223,"Former Massachusetts Gov. Mitt Romney attacked Perry over the comments in the last two debates but has himself argued that Social Security should morph into a system of private retirement accounts for younger people, while older folks get to keep the current structure.",Get real about saving Social Security,Newsday
84,"Brune, Tom","Feb 9, 2012",NEWS,734,A snapshot of presidential fundraising through the end of last year - before the GOP primaries in January - shows that Long Islanders gave the most money to the former Bain Capital executive.,LI'S POLITICAL DOLLAR$ Campaign donations from Island favor Romney and Obama,Newsday
85,"Al-Muslim, Aisha; Geismar, Erin; Whittle, Patrick; Spangler, Nicholas; Dooley, Emily C; Bonilla, Denise M; Barrios, Jennifer; Maloney, Jennifer; Altherr, Stacey","Aug 17, 2011",NEWS,1982,"According to his publicist, Alec Baldwin is scheduled to stop by the Electing Great Women fundraiser in Sag Harbor on Friday night, hosted by former East Hampton Town Supervisor Judith Hope and Gail Furman, a board member of Eleanor's Legacy, an organization named for Eleanor Roosevelt that aims to increase women's participation in New York Democratic politics.",OUR TOWNS: LI NOW,Newsday
86,,"Oct 1, 2011",NEWS,355,,WORLD: IN BRIEF,Newsday
87,"Caro, Tom; Sebert, Walter W; Gerardi, Sal; Weil, Gary D; Schultz, Laura; Gotimer, Nicole","May 14, 2012",OPINION,922,,LETTERS,Newsday
88,"Beer, Tom","Dec 4, 2011",FANFARE,1248,"The lavish tome combines terrific action photographs (many drawn from the magazine, which launched in 1954) with vintage memorabilia (umpires' masks, catchers' mitts); classic articles by Roger Kahn, George Plimpton and others; and even SI's fantasy ""Alltime All-Star Team,"" with Babe Ruth and Ted Williams in the outfield and Roger Clemens on the mound. For the art connoisseur No ordinary book, The Art Museum (Phaidon, $200) is a 13-by-17-inch behemoth that bills itself as a globe-spanning museum between hard covers, with ""galleries"" dedicated to the Art of the Stone Age, Ancient Greece, the Italian Renaissance, Africa, Art Since the Mid-20th Century, etc.\n",Cream for the coffee table Don't keep these photo and art books under wraps for long,Newsday
89,ELLIS HENICAN,"Apr 10, 2011",NEWS,431,[...] Republicans will try to use that vote to extract massive cuts in Democratic programs like President Obama's health care reform. Email ellis@henican.com Follow on Twitter @henican SHUT THIS INSTEAD 1 Early-season Mets bravado 2 Official NYS veggie contests 3 More than 100 cats in a single Glen Cove apartment 4 Dangerous Queensboro Bridge off-ramps 5 Hot-button social issues masquerading as budget fights Credit: ELLIS HENICAN,Time for real budget fight,Newsday
90,"Jones, Bart","Oct 28, 2012",NEWS,1232,"(In Baldwin Harbor, a separate hamlet that shares the school district and municipal services, the figures are $95,673 and $461,600, respectively.) The lineup of businesses on Grand Avenue signal Baldwin's evolving population, with Haitian immigrant-owned beauty salons and Latino bodegas interspersed with discount dollar stores, fast-food restaurants, a farmers market and auto repair shops. A John McCain voter in 2008, she believes Obama's health care reform is a disaster - her own insurance policies became so expensive the only coverage she can afford now is for emergency hospital care.","ELECTION 2012: Doubts in an Obama stronghold Baldwin voted 2-1 for him in 08, but today voter enthusiam for president is waning",Newsday
91,"Lightman, David","Apr 3, 2011",NEWS,650,"House Republicans included bans on funding for a White House ""climate change czar,"" and for Environmental Protection Agency efforts to regulate greenhouse gases.",GOP social policy a budget casualty Agenda likely to fall out of compromise deal,Newsday
92,"Hildebrand, John","Mar 16, 2011",NEWS,511,"A Great Neck teen who despite her blindness completed research about her classmates' obsession with cell phones scored another victory last night, taking the $75,000 second-place prize in the national Intel science competition.",She's the PRIDE OF LI Great Neck student captures $75G prize in Intel competition,Newsday
93,,"Jul 25, 2012",OPINION,517,"To ensure that gun purchases are legal, Congress should close the gun-show loophole that allows four in 10 firearms sold in the country to change hands without a background check.","Not helpless to control guns Ownership is a clear right, but some measures could reduce wanton killing",Newsday
94,"Smith, Jennifer; NEWSDAY STAFF; LaRocco, Paul; Bleyer, Bill; Altherr, Stacey; Geismar, Erin; MacGowan, Carl; Morris, Deborah S","Jun 28, 2011",NEWS,2057,NEWSDAY STAFF SEA CLIFF DEC taking public comment on cleanup Public comments are being accepted for a state Department of Environmental Conservation cleanup plan at a brownfield site in Sea Cliff.,OUR TOWNS: LI Now,Newsday
95,"Brand, Rick; Yancey, Roy; Janison, Dan","Oct 15, 2012",NEWS,576,"Left unsaid: A shot at Amodeo could help Sen. Mark Grisanti (R-Buffalo), a key Cuomo ally on same-sex marriage, without the governor having to come right out and endorse a Republican. -",SPIN CYCLE: GUIDE TO POLITICS AND POLITICIANS,Newsday
96,"JANISON, DAN","Dec 23, 2011",NEWS,593,"Since the mid-1990s, we have become accustomed to seeing presidents effectively bypass direct challenges from within their party ranks.",A challenge from within? Unlikely,Newsday
97,"Brune, Tom","Oct 22, 2012",NEWS,985,"Obama will argue the U.S. has achieved its goal of taking out top al-Qaida leaders, including Osama bin Laden, and that Afghanistan must provide its own security, Ackerman said. 4) Red lines - Israel and Iran Iran's drive for nuclear weapons and the U.S.-Israeli relationship will be a key point of contention tonight, Tama said.",ELECTION 2012: TIGHT RACE IN FINAL WEEKS,Newsday
98,"Goldmark, Peter","Jul 3, 2011",OPINION,657,"The signs - both visible, such as the pace of natural disasters and sea-level rise, and invisible, such as the deadly acidification of the ocean and releases of heat-trapping methane from the melting permafrost in Alaska and Siberia - are all around us.","Address it now - or pay more later Climate change is a real problem, and it will only get costlier the longer we wait to take action",Newsday
99,,"Mar 14, 2012",NEWS,286,,NATION: IN BRIEF,Newsday
100,"Evans, Martin C; Eaves, Ali","Aug 7, 2011",NEWS,489,,Deaths highlight constant danger,Newsday
101,,"Jun 18, 2012",OPINION,549,"[...]Congress still needs to do the right thing and pass the Dream Act as well as broader immigration reform to modernize the legal immigration system, fortify the borders, beef up enforcement and provide some path to legal status for immigrants here illegally.",A stopgap fix on immigration Obamais right to stop deportations of immigrants who arrived as children,Newsday
102,,"Apr 28, 2012",NEWS,322,,NATION: IN BRIEF,Newsday
103,,"Jun 7, 2012",NEWS,329,,WORLD: IN BRIEF,Newsday
104,"Reiss, Brenda; Calderone, Ben; Bauman, Lionel T; Berner, Steve; Naudus, Irene","Sep 12, 2012",OPINION,678,,LETTERS,Newsday
105,,"Dec 17, 2011",NEWS,335,,NATION: IN BRIEF,Newsday
106,"Evans, Martin C","Jul 4, 2011",NEWS,921,"President Barack Obama's recent announcement that he's reducing the number of troops stationed in Afghanistan - which followed the May 2 killing of terror mastermind Osama Bin Laden - has not altered plans to send more than 100 Long Island members of the regiment to fight there, said Guard spokesman Lt. Col. Richard Goldenberg. Lt. Mike Clifford, a delivery truck driver from Babylon in civilian life, said he is preparing for the rigors of Afghanistan's high mountains by running at Robert Moses State Park, sometimes sprinting up the 156 steps of the Fire Island Lighthouse's spiral staircase.","COMBAT READY NYs Fighting 69th is bound for Afghanistan despite bin Ladens death, troop withdrawal",Newsday
