,author,date,section,word_count,abstract,headline,source
883,"Hong, Christopher","Sep 7, 2012",News,248,"When reporters asked if Pennsylvania, which has voted Democrat in the last five elections, was a lock for President Barack Obama, Toomey warned not to count out Republican presidential nominee Mitt Romney's chances.",Toomey: Bill Helps Veterans Find Jobs,Standard - Speaker
884,"Falchek, David","Mar 13, 2012",News,455,"- Milk pricing. The current regulated milk pricing mechanism permits too many peaks and valleys in pricing for diary farmers, Vilsack said. He said the bill before Congress, ""Dairy Security Act of 2011,"" introduced by Rep. Collin Peterson, D-Minn., offers a ""solid starting point in the conversation.""",Ag Secretary: Many Factors Determine Gas Prices,Standard - Speaker
885,"Galski, Sam","Mar 03, 2011",News,598,"""After taking more than $30,000 from oil and gas companies (during the last election) Congressman Lou Barletta voted to block the enforcement of a vital mercury pollution law,"" the ad said. ""They buried it in a spending bill and passed it in the middle of the night. Congressman Barletta should stop playing politics with our kids' health and start looking out for Pennsylvania families.""",Dems Make Barletta An Early Target,Standard - Speaker
886,,"Sep 15, 2012",Opinion,953,Editor: In his Sept. 4 letter Stephen George Bettum makes reference to the biblical passage that tells each person to be his brother's keeper. Mr. Bettum appears to be saying that the Bible actually commands the government to be its brother's keeper.,Letters To The Editor - 9/15/2012,The Times - Tribune
887,"Orlando, Anthony W","Aug 31, 2011",News,667,"Firsthand accounts confirm these conclusions. British journalist Johann Hari interviewed former Islamic militants who had since rejected jihad. He probed them, in independent interviews, about what made them join the cause in the first place. ""Every one of them said the Bush administration's response to 9/11-from Guantanamo to Iraq-made jihadism seem more like an accurate description of the world."" One of them put it this way: ""You'd see Bush on the television building torture camps and bombing Muslims and you think-anything is justified to stop this. What are we meant to do, just stand still and let him cut our throats?""",Afghanistan: A Recipe For More Terrorism,Standard - Speaker
888,,"Aug 3, 2012",Opinion,596,"Romney says Israel is better off economically than the Palestinians because of their culture. It's more factual to say it's because Israel leeches off the US and uses our military and economic aid to steal more and more land, force the Palestinians into concentration camps and brutally oppress them.","Sound Off: Friday August 3, 2012",The News - Item
889,Anonymous,"Jan 01, 2011",News,265,"Congress already has reauthorized some of the targeted tax cuts that actually constituted about half of the $787 billion stimulus package, separately from the ""Bush-era"" tax cuts that recently were extended by the lame-duck Congress.",Renewal Of Bond Program Key To Job Creation,Citizens' Voice
890,,"Feb 2, 2012",Opinion,492,"TransCanada's vice president told CNN that the 20,000 jobs were temporary and mostly Canadian, and that merely ""hundreds"" of permanent U.S. positions might be created. [...] estimates from the US State Department state that permanent US jobs would be between 500 and 6,000.","Letter To The Editor, Feb. 3, 2012",The Daily Review
891,"KRAWCZENIUK, BORYS","Jul 21, 2011",News,597,"White House Communications Director Dan Pfeiffer has described the Republican ""cut, cap and balance"" plan as ""extreme, radical and unprecedented.""",GOP Reps Blast Obama On Debt Limit,Standard - Speaker
892,"RANDOM, RODERICK","Jan 6, 2012",Opinion,816,"The only other announced contender for Mr. Barletta's seat right now is attorney Bill Vinsko, an assistant city solicitor, whose Wilkes-Barre home is in Mr. [Tim Holden]'s district.","Politically, Unseasonably Cool",The Times - Tribune
893,"KRAWCZENIUK, BORYS","Jan 25, 2012",News,600,"""This state looks like it's going to be close, even though he has a big lead right now, that's the nature of what's going on"" with the Republican presidential candidates regularly ""chewing each other up,"" Dr. Madonna said.",New Poll Shows Mixed Results For Obama,The Times - Tribune
894,"KRAWCZENIUK, BORYS","Aug 31, 2011",News,581,"""I still think the presidential race in our state is very unsettled,"" [G. Terry Madonna, Ph.D.] said. ""I don't think people have taken a tough, hard look at it yet and that will come.""",Pennsylvanians Down On Political Leaders,The News - Item
895,Anonymous,"Mar 05, 2011",News,654,"Pottsville: Jim Clark recently addressed the Pottsville Kiwanis Club, focusing on a Presidents Day theme, ""My Favorite Presidential Places."" He began, according to the Kiwanis Bulletin, by ""rattling off"" all of the American presidents from George Washington to Barack Obama from memory and showed photos of the many presidential places he has visited. Finally, he challenged the attendees' knowledge by asking a multiple-choice question which, if correctly answered, would bring a reward of a $1 bill or a Abraham Lincoln Dollar coin. ""Fortunately,"" according to the bulletin, ""those in attendance all demonstrated their amazing presidential knowledge by answering at least one question correctly and winning a prize."" Attorney Glenn T. Roth Jr., who provided the bulletin, said he's sure ""the fact that the answer to each question was C had nothing to do with our success rate."" The club's sale of ""Skook"" and ""Coal Region Pride"" T-shirts will run through Tuesday, when all orders will be due. Shirts will be available at the club's March 15 meeting. Questions should be directed to Martina Stevenosky at 621-7200.",Around The Region,Republican & Herald
896,"Galski, Sam","Jul 2, 2012",News,478,"""By using prosecutorial discretion, the president is actually ordering federal immigration officers to break the law by not enforcing the law,"" Barletta said. ""The 1996 law is very specific that federal immigration officials must enforce the immigration laws and it is not their discretion whether they can or cannot.""",Barletta Calls For Hearings On 'de Facto Amnesty',Standard - Speaker
897,,"Oct 12, 2012",Opinion,428,Who is responsible for these slum landlords coming into this town and renting out properties? They don't know where the people are from or how many people are living in the house. People are afraid to go to bed at night. This town was never like this. I think they should step on the slum landlords and start arresting them for all this trouble that's being caused.,"Thunder/Enlightning, Oct. 12, 2012",Republican & Herald
898,"KRAWCZENIUK, BORYS","Oct 14, 2011",News,628,"He criticized Mr. [Bob Casey] for supporting the Wall Street and automobile industry bailouts, the president's economic stimulus package, the nation's huge deficits and ""massive job-killing regulations.""","Welch, Kelly Plan To Challenge Casey",The Times - Tribune
899,,"Oct 7, 2012",News,209,"Also on Monday, [Jill Biden] will attend another Obama-Biden canvass kickoff event at a campaign field office in Harrisburg, followed by an event in Allentown where she will thank supporters for canvassing for the Obama-Biden campaign, according to the release.",More Details Released On Jill Biden Visits,Citizens' Voice
900,"Light, Mia","Apr 09, 2011",News,877,"""The changes they're making, from a nutritional standpoint, it's a good thing,"" Holley said. ""Parents will just have to understand it's not coming from the school district or the food service. It's coming from the federal government and the district is required to do that.""",Changes Coming To School Lunches,Standard - Speaker
901,"G Terry Madonna; Young, Michael L","Jun 26, 2011",Opinion,792,"Except Santorum will be there to make sure that won't happen. Most social conservatives like him or at least tolerate him well. He's a true believer, strong on the hot button social issues, and the perfect balance to a ticket likely to need a lot of balancing. True, there are other social conservatives who could do the job beside Santorum. But Palin isn't going to run for vice president again, and Michelle Bachmann seems unlikely to give up her base to be second banana to a Romney, [Pawlenty], or Huntsman.",Santorum For Vice President? Stranger Things Have Happened,The News - Item
902,"KRAWCZENIUK, BORYS","Jul 29, 2011",News,677,"""While the Budget Control Act has shortcomings, it certainly warrants debate. I therefore am extremely disappointed that the other side of the aisle refused to even consider the measure and have an open debate, and instead, killed the bill immediately upon its reaching the Senate,"" Mr. [Pat Toomey] said. ""It is long past time for this administration and Sen. [Harry Reid] to stop avoiding making the tough choices and start putting our government on a path toward a balanced budget.""",Area's Republican Congressmen Vote For House GOP Plan,The Times - Tribune
903,"Wellock, Bill","May 9, 2012",News,421,"""It's not that I want to run out tomorrow and get married, but I want the same rights for my partner should something happen to me,"" [Beth Hartman] said. ""That's basically what it all comes down to. It's not that people want to get married - "" that is, want the title of ""married"" - ""it's that we want the same rights,"" she said.",Region's Gay Rights Advocates Celebrate President's Support,Standard - Speaker
904,,"Oct 2, 2012",Opinion,382,"When Sen. John Kerry was a candidate for president, a Catholic priest from the Midwest said any Catholic who votes for Sen. Kerry should go to confession afterward for they have sinned. Kerry was and still is pro-abortion. The same reasoning would apply in spades to any Catholic who votes for Barack Obama, since Obama is pro-abortion, pro-gay marriage and has attacked the Catholic Church itself by forcing it to provide contraception services against their conscientious objections. There are over 60 million Catholics in America and, if there are enough Catholics, they will stand with their church and vote against Obama.","Thunder/Enlightning, Oct. 2, 2012",Republican & Herald
905,"MROZINSKI, JOSH","Apr 5, 2012",News,722,"Surrounded by trucks that service the natural gas industry and other vehicles that hid a makeshift stage from drivers traveling on nearby state Route 92, people stood and chatted in a parking lot as they waited for Romney to appear.","For Romney Supporters, Former Governor Best Chance To Beat Obama",The Daily Review
906,,"Jan 15, 2012",News,204,"[Obama] would begin by consolidating the Small Business Administration, the Office of the United States Trade Representative, the Export-Import Bank, the Overseas Private Investment Corporation and the Trade and Development Agency. Doing so would save $3 billion over 10 years while eliminating 2,000 positions by attrition. Better yet from the perspective of pro-business Republicans, it would eliminate redundancy and red tape for private enterprise.",Consolidation Will Lead To Savings,Citizens' Voice
907,,"Oct 8, 2012",Opinion,975,"Sgt. Laskowski had the guts to stand up to the VA bureaucracy and according to Mr. Long's letter he was blamed for what happened to him by a team of VA lawyers at the trial. What message does that send to the rest of us veterans, especially the ones who are now old and forgotten?",Letters To The Editor - 10/8/2012,The Times - Tribune
908,,"Sep 6, 2012",News,402,"Cinemark 20 and XD, Moosic: Celeste and Jesse Forever (R): 12:45, 3:25, 7:20, 9:40; Lawless (R): 12:05, 2:35, 5:10, 7:45, 10:20; The Avengers (PG-13): 12:15, 6:35; in 3D: 3:25, 10:10; Oogieloves in the Big Balloon Adventure (G): 12:30, 2:40, 4:50; The Possession (PG-13): 1:50, 4:10, 6:30, 8:50; in XD: 12:40, 3:05, 5:20, 7:40, 10; 2016: Obama's America (PG): 12:10, 2:30, 4:45, 7, 9:15; The Apparition (PG-13): 1:25, 3:35, 5:45, 7:55, 10:05; The Bourne Legacy (PG-13): 12:20, 3:20, 6:25, 9:30; Brave (PG): 11:45 a.m., 4:55, 9:45; in 3D: 2:20, 7:15; The Campaign (R): 12:40, 2:50, 5, 7:10, 9:20; The Dark Knight Rises (PG-13): 11:40 a.m., 3:15, 6:45, 10:15; The Expendables 2 (R): 12:55, 3:30, 5:55, 8:40; Hit and Run (R): 12:35, 3, 5:25, 7:50, 10:15; Hope Springs (PG-13): 2, 4:35, 7:05, 9:35; Ice Age: Continental Drift...",Movie Times,The Times - Tribune
909,Staff; Wire Reports,"Aug 12, 2012",News,276,"""Quite simply, President [Obama] has failed,"" [Rob Gleason] added. ""He promised his massive $831 billion stimulus would create millions of jobs and bring unemployment down to around 5.5 percent by today. Most staggering of all, the real unemployment is 15 percent. That is this President's legacy and the reason Pennsylvanians are going to vote for the [Romney-Ryan] ticket.""","State, County GOP Chairs Laud Choice",The News - Item
910,"Haggerty, James","Jun 21, 2011",News,349,"""If you expand exports, it creates growth in the economy,"" Mr. [Lawrence Meyer] said, citing Mr. Obama's goal of doubling exports by 2015.","Free Trade Could Improve Job Outlook, Group Says",The Times - Tribune
911,"KRAWCZENIUK, BORYS","Jan 19, 2012",News,1629,"""And that's where the system is broken,"" Barletta said. ""In a perfect world, if you and I were trying to negotiate on something, that's exactly what we would do. If I gave you something and said, 'Take a look at this' and you don't like it, well, then change it, amend it, send me something back, give me another opportunity to find the common ground where we could pass something. But if you're going to take it and throw it in a drawer, we're not going to get anywhere.""",Barletta Describes Frustrating First Year,The News - Item
912,,"Jan 7, 2012",Opinion,778,"Charlatan medal: If Wall Street is really as evil as Obama says it is, Obama should not only refund, but refuse, any campaign funds from financiers, provided Wall Street is dumb enough to keep giving. If not, the ""H"" in Barack H. Obama not only means Hussein, but hypocrite.",Iranian Hiker Earns Top Left-wing Behavior Award,The News - Item
913,Anonymous,"Jan 26, 2011",News,211,"They say regulations need to be in place ""to address the full range of risks stemming from natural gas exploration, production and distribution."" Besides regulations, the groups state there need to be adequate resources for oversight and enforcement. The groups state that ""in certain places, drilling will never be appropriate,"" and ask for protection for natural resources including drinking water and wildlife habitat.",Groups Appeal To Obama On Natural Gas Drilling,Citizens' Voice
914,"KRAWCZENIUK, BORYS","Jan 28, 2011",News,353,"Mr. Toomey, who has a financial background, was on the House Banking Committee when he was the Allentown area's representative and said that would allow him to ""hit the ground running.""",Casey To Chair Congressional Economic Panel,The Times - Tribune
915,,"Mar 4, 2012",Opinion,895,"Mr. [Joseph Refice]'s fraudulent history is an insult to all of us who have worked so hard to accomplish our goals. I have been under-employed for almost two years and his actions do not motivate me to seek employment. I seriously question if an employer, especially those who operate with public funding, possess a policy of verifying an applicant's credentials.",Letters To The Editor 3/5/2012,The Times - Tribune
916,Anonymous,"Jan 01, 2011",Opinion,757,"Worst prediction of the year nominees: ""We are going to maintain our majority."" That was former majority leader of the U.S. House of Representatives Steny Hoyer's call in May. Then there was former House Speaker Nancy Pelosi pontificating that, ""With the early returns and the overwhelming number of Democrats who are coming out, we're on pace to maintain the majority in the House of Representatives."" All you need to be a winner in picking the upcoming winner of college football's national championship is find out who this dynamic duo likes in the game and bet on the other team.",2010 Rearview Awards,The News - Item
917,"Brown, Rebekah","Oct 22, 2012",News,336,"""You can't let other people decide,"" Mr. [Patrick Joyce] said. ""You have to get out there and make that effort.""",Newark Mayor Cory Booker Encourages Voters At Obama For America Office In Scranton,The Times - Tribune
918,"Krawczeniuk, Borys","Jan 31, 2012",News,412,"Republican and Democratic disagreements have centered on how and whether to extend unemployment benefits, eliminating a proposed Medicare spending cut, increasing taxes on people earning more than $1 million and overruling President Barack Obama's denial of permission to build an oil pipeline in Nebraska. The pipeline would connect Canada oil fields to refineries in the Gulf of Mexico. Negotiators also must come up with a way of paying for the cut.",Tax Cut Extension Would Save NEPA Workers $410 Or More,Citizens' Voice
919,"Krawczeniuk, Borys","Sep 4, 2012",News,1237,"In the primary election, [Matt Cartwright]'s opponent, U.S. Rep. Tim Holden, portrayed Cartwright as a millionaire yachtsman in a campaign television commercial, but Cartwright's financial disclosure form describes ownership of ""family boats"" worth only between $1,001 and $15,000.","Financial Disclosure Forms Provide Legislator, Candidate Info",Citizens' Voice
920,,"Oct 3, 2012",Opinion,136,"Dear Mitt: Yup, I'm one of them a?? one of your ""write-offs."" Now I don't pay taxes but I believe I give a lot to my country. I work for the Foster Grandparent Program in Hazleton for $2.65 per hour.",Dear Mitt: I'm A 'write-off',Standard - Speaker
921,"Krawczeniuk, Borys","Jan 21, 2011",News,142,"""There will be many opportunities for us to work together in the 112th Congress,"" [Pat Toomey] said, ""And sitting next to each other is a small, but important step toward setting a civil and cooperative tone for the challenging work ahead of us.""","Casey, Toomey Will Sit Together At State Of The Union",Citizens' Voice
922,"Falchek, David","Apr 09, 2011",News,385,"""The difficulties in performing the basic function of keeping the government operating does not bode well for the work ahead to create jobs and cut spending,"" he said. ""In the future, I hope that common sense and bipartisan compromise can replace politics and posturing.""",NEPA Legislators Gear Up For More Spending Battles,Citizens' Voice
923,Anonymous,"Jan 20, 2011",Opinion,1199,"- Individuals and families should educate themselves about mental illness, seek support and not be afraid to reach out for help when they need it. Likewise those knowledgeable about mental illness and the mental health care system should share this knowledge and provide support. Successful recovery of any mental illness is contingent on these factors.",Letters To The Editor - 1/21/2011,The Times - Tribune
924,Anonymous,"Aug 31, 2011",Opinion,395,"Paragraphs 2357-9 of the Catechism of the Catholic Church make clear that it is not a sin to be sexually attracted to people of one's own sex. If that was what Mr. McHale meant when he used the word ""faultless"" regarding the church's teaching on homosexuality, he was certainly correct. Paragraph 2396, however, lists four of the sins gravely contrary to chastity: ""masturbation, fornication, pornography and homosexual practices.""",Letters To The Editor - 9/1/2011,The Times - Tribune
925,"Falchek, David; Legere, Laura","Sep 21, 2012",News,950,"""What we're talking about today is big business, across the street,"" he said. ""The 1 percent of the 1 percent of the world coming to Pennsylvania and saying, we own it.""",Corbett Says Drilling Opponents Are 'unreasoning',Citizens' Voice
926,,"Oct 7, 2012",Opinion,621,"Don't assume [David Walker] sides with the ""repeal Obamacare"" crowd.",Straight Shooter Wants Straight Talk On Debt,The Times - Tribune
927,"Swift, Robert","Jul 24, 2012",News,476,"Aichele expressed optimism that a special photo ID card to be issued free by her department will assist most voters that don't have the ID specified by the law. Those cards could be available starting next month, she added.",Passions Build Over Voter ID Law,Standard - Speaker
928,"Sullivan, Katie","Jun 15, 2012",News,352,"Scranton resident and Penn State student Megan Preambo stepped off the Romney Economics bus clutching a yellow sign with bold, black letters that read ""Romney Economics: Bad For The Middle Class."" She said she didn't support Romney's proposed cuts to education and favored President Barack Obama's push for more grant money and funding for college students.",Bus Tour Runs Over 'Romney Economics',Citizens' Voice
929,,"Oct 6, 2012",Opinion,296,"I wonder how many individuals earning $25,000 per year would respond affirmatively if asked whether they have $500 to spare. Surely most such individuals would respond that they are barely scraping by, living from paycheck to paycheck, and that they cannot afford to part with such an amount.",Social Security Deduction Will Increase January 1,Citizens' Voice
930,,"Oct 21, 2012",Opinion,749,"The [Obama] campaign couldn't be more delighted with ""Bindergate,"" which dovetails nicely with the narrative created by Obama's team that Romney is waging war on women. Not all women see things this way, the evidence of which is the movement of women voters toward Romney, especially after the first debate. For this reason, perhaps, the Obama campaign immediately bought a Twitter ad and issued this statement: ""The President talked about women as breadwinners. Romney talked about them as resumes in 'binders.'""",Insignificance Nears Capacity,The Times - Tribune
931,,"Dec 23, 2011",Opinion,389,[...] your press release indicated that you went to Washington to change things.,"Letter To The Editor, Dec. 24, 2011",The Daily Review
932,,"Dec 9, 2011",Opinion,267,"Failing to enact the extension by Jan. 1 will result in the average family paying $1,000 more in 2012 than in 2011. Enacting the [Bob Casey] compromise would give those taxpayers an average of $1,500 to roll back into the economy without jeopardizing the long-term health of Social Security. The Senate should revisit and adopt the compromise.",Revisit Casey Compromise,The Times - Tribune
933,"MROZINSKI, JOSH","Dec 10, 2011",News,494,"""Things happen that you don't expect,"" Mr. [Chris Doherty] said. ""A year ago we didn't know the president was coming here.""",Scranton Overtime $332G In Red,The Times - Tribune
934,"Swift, Robert","Jul 24, 2012",News,472,"Aichele expressed optimism that a special photo ID card to be issued free by her department will assist most voters who don't have the ID specified by the law. Those cards could be available starting next month, she said.",Crowd Protests Pennsylvania's Voter ID Law,Republican & Herald
935,,"Sep 20, 2012",News,244,"Anyone who believes he is a victim of this scam is urged to call his bank immediately, as well as contact the three national credit bureaus, Equifax, Experian, TransUnion and put a fraud alert on all accounts. Victims are also urged to contact the Federal Trade Commission and register an identity theft complaint.",Utility Scam Claims Obama Will Pay Bills,The News - Item
936,,"Oct 27, 2012",Opinion,838,"Obama said he is going to check into the safety of driverless cars. He already knows what happens to a driverless country, but he continues to drive our nation out of existence. Frog's take: They couldn't be any worse than some of the drivers in Shamokin.","Sound Off: October 27, 2012",The News - Item
937,"RANDOM, RODERICK","Jun 8, 2012",Opinion,680,"""His standing with women doesn't help him in places in the state where he would be competitive like the Philadelphia and Pittsburgh suburbs,"" Mr. Mitchell said. ""Pennsylvania doesn't have a very conservative Republican Party like Virginia, North Carolina that have pockets of evangelicals that can swing an election. You have central Pennsylvania (with evangelicals), but there aren't many voters there. It's not a state classically made for him. I think Obama will win Pennsylvania.""",No Keystone For Mitt,The Times - Tribune
938,,"May 21, 2012",Sports,556,Post-graduation plans: I'm going to West Chester. I'm going to run track and would like to study biology. I'd like to one day be a physician's assistant.,ATHLETE OF THE WEEK: Honesdale's Janna Wilson,The Times - Tribune
939,"Gilger, Mark, Jr","Oct 21, 2012",News,510,"""The interesting thing when you look at the absentee ballots is the number of Republican and Democratic returns. It's a barometer that shows how excited people are to vote this election,"" Caras said. ""It just goes to show that the Republicans are that much more excited to vote for (Republican presidential candidate Mitt) Romney and get (President Barack) Obama out of the White House.""",State Party Committees Using Absentee Ballots For Campaign Strategy,Republican & Herald
940,"Wheary, rob","Aug 23, 2011",News,600,"""No one wanted to talk about any local issues,"" Marino said. ""I understand the groups advancing their cause, but they are issues at 30,000 feet. I want to hear ideas on what is going to be good for the district.""","Outside Open House, Marino Met By Critics",The News - Item
941,"Haggerty, James","Oct 7, 2011",News,494,"""I think it sends a very clear and very bad message,"" said Jeff Tittle, director of the New Jersey chapter of the Sierra Club, an environmental group that opposes the line and is a party to a lawsuit challenging the New Jersey utility board's ruling. ""It's interference. They didn't even do an analysis to know if the line is necessary.""","Controversial Power Line Gets A Boost From Washington, D.C.",The Times - Tribune
942,"Whalen, Jill","Jun 16, 2012",News,1196,"""President Obama wants to continue to grow the economy, create middle-class jobs for families like the ones we have here in Carbon County. And he also wants to pay down the debt,"" the junior Mr. O'Gurek said as he stood on the corner of Spring and Laurel streets near Weatherly Casting. ""Gov. Romney wants to go back to the economic policies of the past that saw less regulations and more tax cuts. They're the same policies that got us into the economic situation that we face today.""","Romney, In NEPA, Speaks About Economy",The Times - Tribune
943,"Nissley, Erin L","Mar 20, 2011",News,1109,"""There's going to be significant cuts coming from federal and private payers,"" he said. ""Our economy can't continue to support the health care system in place now.""",Federal Health Care Legislation Made Impact In NEPA,Standard - Speaker
944,,"Dec 28, 2011",Opinion,600,"The editorial fails to mention that House Republicans sought (and still seek) a 12-month extension of the payroll tax cut. That's what we were holding out for. Hard-working American families could have received it if Senate Democrats came back from vacation and worked with us. Instead, Senate Democrats chose to blame us.",Letters To The Editor 12/29/2011,The Times - Tribune
945,Anonymous,"Jul 25, 2011",Opinion,1074,"Editor: If one is to believe the president's warnings of encroaching doom if the debt ceiling isn't raised by Aug. 2, I have to question the merits of putting any faith in a plan by this vaunted ""Gang of 6"" (comprised of three Democrats and three Republicans), as Republicans are not innocent by any stretch of the imagination.",Letters To The Editor 7/24/2011,The Times - Tribune
946,"KRAWCZENIUK, BORYS","Jul 27, 2011",News,438,"""The three priorities (for payments) are simple,"" Mr. [Pat Toomey] said at a morning news conference in Washington, according to a video recording provided by his office. ""First, it's interest on our debt so that we will not default on our debt and not plunge our economy into chaos. Second, Social Security payments because millions of senior citizens, including my parents, depend on the Social Security payments that they've earned by virtue of their own prior contributions to the system. And finally, the payroll for active-duty military personnel because the men and women who are risking their lives for us should not have to worry about whether their families will receive their income in a timely fashion.""",Toomey Pushes Post-debt Limit Priorities,The Times - Tribune
947,,"Jun 13, 2012",News,369,"Earlier this month, Agriculture Secretary Tom Vilsack announced funding for 52 distance learning and telemedicine projects that will increase access to health care and enhance educational opportunities in 29 states. Since taking office, the Obama Administration has taken historic steps to improve the lives of rural Americans, put people back to work and build thriving economies in rural communities.",Distance Learning Grant Awarded To BLaST IU,The Daily Review
948,,"Feb 6, 2012",Opinion,1140,"Editor: If only as a follow-up, I'd like to assure letter writer John Nape (Your Opinion, Feb. 3) that, having been admitted to the bar of the U.S. Tax Court quite some time ago, I have at least a modest understanding of the arithmetic distinction between ""marginal"" and ""effective"" tax rates.",Letters To The Editor - 2/7/2012,The Times - Tribune
949,,"Oct 27, 2012",Opinion,909,"The $16 trillion debt is the amount of money already spent that the government did not have, so it has issued an IOU called a ""bond"" to get the money. This is the debt as calculated by the Financial Accounting Standards Board (FASB). If the government were a corporation it would be required to state its debt using Generally Accepted Accounting Principles, or GAAP accounting. In this method, money that the government has promised to spend on things like federal pension plans are added as liabilities. Many people are aware that the Social Security program is over $7 trillion underfunded, but how many know that in spite of all the noise about governments making sure the pensions of the postal employees are well funded, the federal pension program is over $5.7 trillion underfunded, or that the Medicare program is $64 trillion underfunded? These liabilities total well over $100 trillion.",Will Either Candidate Make Tough Cuts?,The News - Item
950,Anonymous,"Apr 09, 2011",News,1116,"Mr. [Barack Obama] hailed the deal as ""the biggest annual spending cut in history."" House Speaker John Boehner said that over the next decade it would cut government spending by $500 billion, and won an ovation from his rank and file - tea party adherents among them. ""This is historic, what we've done,"" agreed Senate Majority Leader Harry Reid, D-Nev., the third man involved in negotiations that ratified a new era of divided government. They announced the agreement less than an hour before government funding was due to run out. The shutdown would have closed national parks, tax-season help lines and other popular services, though the military would have stayed on duty and other essential efforts such as air traffic control would have continued in effect.",Local State Nation World,The Times - Tribune
951,,"May 22, 2012",Opinion,449,I've read about all the cuts that the school districts have to make in order to survive. I think the working class ought to make the government cut the welfare programs. Why should the working class people's children be punished while we're keeping these people that don't work at all?,Thunder/Enlightning,Republican & Herald
952,Anonymous,"Sep 16, 2011",Opinion,562,"This is about the second murder case supposedly in Shenandoah. Where does Goodman ever think he'll be able to charge anyone with murder? He's a waste. It's a waste of taxpayers' money not only on one trial, but two trials. I hope he realizes he'll never in his expectations of being a judge even come up with anything on murder. That's not in his encyclopedia. Wasting money, that's all they do.",Thunder/Enlightning,Republican & Herald
953,"Ward, Robbie","Jun 25, 2012",News,614,"""It's hard to prepare for the different permutations of the different rulings for hospitals,"" she said. ""There are a lot of requirements in the act that deal with health care quality and Medicaid and Medicare payments.""","Insurance Companies, Hospitals, Health Advocates Wait For Court Ruling",The Times - Tribune
954,Staff; wire reports,"Oct 29, 2012",News,323,"Biden's wife, Jill Biden, Ed.D., stopped in Scranton three weeks ago, on Oct. 8 as part of a two-day campaign swing through Pennsylvania. Jill Biden visited the Obama/Biden campaign's Scranton field office on Wyoming Avenue in Scranton and rallied volunteers.",UPDATE: Biden Visit To Scranton Canceled,Citizens' Voice
955,"KRAWCZENIUK, BORYS","Sep 8, 2012",News,791,"""How arrogant is that and how out of touch is that where you still vote ... for a bill that would take away funding and lead to hundreds of layoffs? How do you do that? How do you vote against the interests of your own constituents?"" Mr. Scollo said. ""I don't get it at the end of the day. Whether or not, it will be corrected ... he voted the way he voted against the interests of his constituents.""",Scollo Rips Marino Again On Tobyhanna Cuts,The Times - Tribune
956,,"Apr 22, 2012",Opinion,590,"If the county can't afford to pay the pension fund for the employees and the employees don't want to pay more, then just eliminate the pension. You can't have a pension fund if you don't have enough money to adjust it. Start running the place like a private industry.",Sound Off 04-23-12,The News - Item
957,,"Nov 3, 2012",News,116,Former President Bill Clinton will campaign in Northeast Pennsylvania on Monday as part of a three-city swing through the state on behalf of President Barack Obama. Mr. Clinton last appeared in the region in late October 2010.,Former President Bill Clinton To Campaing In Scranton,The Times - Tribune
958,"MacDowell, Michael","Sep 6, 2012",Opinion,776,"Every spring break, Misericordia students and other collegians help to build homes for families through Habitat for Humanity. The families who will live in these homes participate as well, thereby learning new skills, and more importantly, instilling in them a sense of pride that ensures the new home will be well cared for and the family can build on something tangible.",Helping Others To Help Themselves,Citizens' Voice
959,,"Jan 29, 2012",Opinion,258,"The liberal mindset touts the ""separation of church and state"" argument only when it suits its agenda. Liberals conveniently overlook a very fundamental American freedom: the right to worship. The First Amendment guarantees that: ""Congress shall make no law ... respecting an establishment of religion, or prohibiting the free exercise thereof ..."" [Obama], the law professor, should know this.",Health Care Directive Ignores Religious Beliefs,Republican & Herald
960,,"Sep 8, 2012",Opinion,604,"Hey, Frog, you stooge, how dare you call Vice President Biden a stooge? You want to see a stooge? Look in the mirror or look at a picture of George W. Bush. Your parents should have taught you respect and manners. Of course you won't print this, but you are a disgrace to your country and the newspaper you work for. You owe Vice President Biden an apology. Frog's take: Can I be Larry? The truth is in short supply at either convention. I'd rather watch Looney Tunes. The characters are more believable.","Sound Off: Saturday, September 8, 2012",The News - Item
961,"Swift, Robert; Krawczeniuk, Borys","Jan 15, 2011",News,2864,"""I thought he was great for education,"" [Brian Jeffers] said. ""Prior to his coming into the governor's mansion, we were basically on our own. a?[broken bar] We benefitted from everything he did.""",RENDELL'S LEGACY,Citizens' Voice
962,,"Nov 3, 2012",Opinion,320,"Please, please, please bring the draft back. The Chinese are building aircraft carriers and troop carriers. We're in trouble. Please get these people off welfare. Start building up the military bases. I'm 74 years old. This country is going down. Instead of these men being on welfare and having babies, get them into the military. We're going to need them because we're going to war.","Thunder/Enlightning, Nov. 3, 2012",Republican & Herald
963,,"Sep 19, 2012",Opinion,587,"I don't know whose bright idea it was to change to Rabbittransit. I have been on the phone for an hour and all they say is please hold, we have an extra amount of people waiting to get on the line. This is stupid. Vinny Clausi, why don't you try it?","Sound Off: Wednesday September 19, 2012",The News - Item
964,,"Jun 30, 2012",News,143,"""We register anyone who wants to vote. We are nonpartisan,"" Anne Marie Shelby of Hazle Township said. ""We will take the registrations to the Wilkes-Barre voter registration office.""",Voter Drive Registers 2,Standard - Speaker
965,"KRAWCZENIUK, BORYS","Oct 9, 2012",News,617,"""We have to enact responsible revenue legislation. I think that's the crux of the debate,"" he said. ""We have people who don't believe that the government should do much of anything a?[broken bar] And those are the tea partiers. And they're the ones gumming up the works in Congress right now.""","17th District Candidates Talk Economy, Jobs",Republican & Herald
